userid,version,sum_gamerounds,retention_1,retention_7,treatment,engagement_segment
4859773,gate_30,31,0,1,0,high
4859936,gate_40,58,0,0,1,high
4860115,gate_40,25,1,0,1,medium
4860284,gate_30,13,0,0,0,medium
4860292,gate_30,20,1,0,0,medium
4860338,gate_30,42,1,0,0,high
4860381,gate_40,1,0,0,1,low
4860392,gate_30,0,0,0,0,non_player
4860425,gate_40,3,0,0,1,low
4860542,gate_30,207,0,1,0,high
4860557,gate_30,85,1,0,0,high
4860562,gate_30,14,1,1,0,medium
4860581,gate_40,18,0,0,1,medium
4860635,gate_30,21,1,0,0,medium
4860875,gate_30,36,1,0,0,high
4860881,gate_30,0,0,0,0,non_player
4860913,gate_30,3,0,0,0,low
4861085,gate_30,7,1,0,0,medium
4861141,gate_30,15,1,0,0,medium
4861200,gate_40,48,0,1,1,high
4861274,gate_30,85,1,0,0,high
4861490,gate_40,251,1,1,1,high
4861559,gate_30,9,0,0,0,medium
4861564,gate_40,10,0,0,1,medium
4861569,gate_30,2,0,0,0,low
4861588,gate_30,5,0,0,0,medium
4861597,gate_40,9,0,0,1,medium
4861988,gate_30,192,1,0,0,high
4862149,gate_40,8,0,0,1,medium
4862269,gate_30,66,1,1,0,high
4862361,gate_30,38,0,0,0,high
4862452,gate_40,351,1,1,1,high
4862465,gate_40,5,0,0,1,medium
4862482,gate_40,0,0,0,1,non_player
4862685,gate_30,30,1,0,0,high
4862713,gate_40,8,0,0,1,medium
4862832,gate_30,1,0,0,0,low
4862849,gate_30,7,0,0,0,medium
4862962,gate_40,39,0,0,1,high
4862979,gate_30,27,0,1,0,medium
4863020,gate_40,109,0,1,1,high
4863061,gate_30,1,0,0,0,low
4863157,gate_40,57,1,1,1,high
4863425,gate_30,13,0,0,0,medium
4863428,gate_30,13,1,1,0,medium
4863433,gate_30,61,1,0,0,high
4863705,gate_30,4,0,1,0,low
4863901,gate_40,305,1,1,1,high
4864036,gate_30,1,0,0,0,low
4864131,gate_30,99,0,0,0,high
4864166,gate_40,8,0,0,1,medium
4864217,gate_40,620,1,1,1,high
4864259,gate_30,40,0,0,0,high
4864327,gate_30,85,1,0,0,high
4864392,gate_40,104,0,0,1,high
4864435,gate_40,30,0,0,1,high
4864505,gate_40,3,0,0,1,low
4864542,gate_30,5,1,0,0,medium
4864698,gate_30,24,1,0,0,medium
4864976,gate_30,29,1,0,0,medium
4865027,gate_30,44,1,0,0,high
4865036,gate_30,3,0,0,0,low
4865205,gate_40,101,1,0,1,high
4865319,gate_40,23,0,1,1,medium
4865403,gate_40,26,1,0,1,medium
4865517,gate_30,41,0,0,0,high
4865581,gate_40,3,0,0,1,low
4865644,gate_40,31,1,0,1,high
4865832,gate_30,0,0,0,0,non_player
4865859,gate_40,34,1,0,1,high
4866035,gate_30,147,1,0,0,high
4866217,gate_40,0,0,0,1,non_player
4866224,gate_40,19,0,0,1,medium
4866270,gate_40,10,0,0,1,medium
4866292,gate_30,0,0,0,0,non_player
4866299,gate_30,38,0,0,0,high
4866644,gate_30,3,0,0,0,low
4866667,gate_40,21,0,0,1,medium
4866702,gate_40,1,0,0,1,low
4866759,gate_40,118,1,1,1,high
4866787,gate_40,7,0,0,1,medium
4866806,gate_30,8,0,0,0,medium
4867192,gate_30,7,0,0,0,medium
4867236,gate_30,32,1,0,0,high
4867238,gate_40,41,1,0,1,high
4867383,gate_30,9,1,0,0,medium
4867391,gate_30,20,0,0,0,medium
4867506,gate_30,180,1,1,0,high
4867685,gate_30,33,1,0,0,high
4867730,gate_40,1102,1,1,1,high
4867763,gate_30,3,0,0,0,low
4867990,gate_30,2,0,0,0,low
4868114,gate_40,7,0,0,1,medium
4868127,gate_30,182,1,1,0,high
4868132,gate_30,7,0,0,0,medium
4868147,gate_40,4,0,0,1,low
4868205,gate_30,9,0,0,0,medium
4868512,gate_30,3,0,0,0,low
4868683,gate_40,14,1,1,1,medium
4868718,gate_30,46,0,0,0,high
4868995,gate_40,10,0,0,1,medium
4869202,gate_40,23,1,0,1,medium
4869290,gate_40,7,0,0,1,medium
4869565,gate_40,6,0,0,1,medium
4869711,gate_30,35,1,0,0,high
4869780,gate_40,232,0,1,1,high
4870021,gate_40,1,0,0,1,low
4870062,gate_40,2,0,0,1,low
4870224,gate_30,48,1,0,0,high
4870326,gate_40,16,0,0,1,medium
4870460,gate_30,67,1,0,0,high
4870633,gate_40,36,1,1,1,high
4870763,gate_30,0,0,0,0,non_player
4870842,gate_30,227,0,1,0,high
4871232,gate_30,7,0,0,0,medium
4871254,gate_30,263,1,1,0,high
4871326,gate_40,105,1,0,1,high
4871396,gate_40,5,0,0,1,medium
4871397,gate_30,86,1,1,0,high
4871496,gate_40,4,0,0,1,low
4871609,gate_30,198,1,0,0,high
4871846,gate_30,222,1,1,0,high
4871962,gate_30,67,0,0,0,high
4872045,gate_30,6,0,0,0,medium
4872129,gate_40,7,0,0,1,medium
4872431,gate_30,216,1,1,0,high
4872466,gate_40,1,0,0,1,low
4872552,gate_40,19,0,0,1,medium
4872571,gate_40,8,1,0,1,medium
4872619,gate_40,6,0,0,1,medium
4872629,gate_40,2,0,0,1,low
4872633,gate_30,3,0,0,0,low
4872704,gate_40,7,1,0,1,medium
4872735,gate_30,183,1,1,0,high
4872788,gate_30,2,0,0,0,low
4872875,gate_40,4,0,0,1,low
4873157,gate_30,215,1,1,0,high
4873299,gate_40,4,0,0,1,low
4873338,gate_30,35,1,0,0,high
4873398,gate_40,7,1,0,1,medium
4873413,gate_30,50,1,1,0,high
4873510,gate_30,42,1,0,0,high
4873667,gate_30,2,0,0,0,low
4873759,gate_40,26,1,0,1,medium
4873873,gate_40,16,0,0,1,medium
4873981,gate_30,2,0,0,0,low
4874220,gate_40,17,0,0,1,medium
4874300,gate_40,67,1,1,1,high
4874367,gate_30,4,0,0,0,low
4874465,gate_30,134,1,1,0,high
4874488,gate_30,10,0,0,0,medium
4874518,gate_30,510,1,0,0,high
4874585,gate_30,49,1,0,0,high
4874665,gate_40,6,0,0,1,medium
4874936,gate_40,106,0,1,1,high
4875023,gate_40,1,0,0,1,low
4875302,gate_30,98,1,1,0,high
4875341,gate_30,196,1,1,0,high
4875469,gate_30,7,1,0,0,medium
4875518,gate_40,1,0,0,1,low
4875758,gate_30,26,0,1,0,medium
4875897,gate_40,1,0,0,1,low
4875910,gate_40,75,1,1,1,high
4875956,gate_30,0,0,0,0,non_player
4876025,gate_30,6,0,0,0,medium
4876286,gate_40,1,0,0,1,low
4876550,gate_30,109,1,1,0,high
4876761,gate_40,28,0,0,1,medium
4876779,gate_30,2,0,0,0,low
4876952,gate_40,1,0,0,1,low
4877000,gate_40,36,0,1,1,high
4877240,gate_30,20,1,0,0,medium
4877256,gate_30,30,1,0,0,high
4877413,gate_40,54,1,0,1,high
4877578,gate_40,222,1,0,1,high
4877773,gate_40,20,1,0,1,medium
4877863,gate_30,3,0,0,0,low
4877875,gate_40,1,0,0,1,low
4878056,gate_40,3,0,0,1,low
4878273,gate_40,8,1,0,1,medium
4878498,gate_40,8,0,0,1,medium
4878908,gate_30,30,0,0,0,high
4879153,gate_40,35,1,0,1,high
4879187,gate_30,5,0,0,0,medium
4879742,gate_40,0,0,0,1,non_player
4879813,gate_30,200,0,0,0,high
4879935,gate_30,0,0,0,0,non_player
4880046,gate_40,1,0,0,1,low
4880207,gate_40,642,1,1,1,high
4880254,gate_30,6,1,0,0,medium
4880262,gate_30,19,1,1,0,medium
4880263,gate_40,4,0,0,1,low
4880892,gate_30,16,0,0,0,medium
4880962,gate_40,6,0,0,1,medium
4881024,gate_30,8,0,0,0,medium
4881331,gate_40,316,1,1,1,high
4881434,gate_40,24,1,0,1,medium
4881541,gate_40,35,1,0,1,high
4881544,gate_40,12,0,0,1,medium
4881581,gate_30,113,1,1,0,high
4881684,gate_40,3,0,0,1,low
4881708,gate_30,16,1,0,0,medium
4881782,gate_30,13,0,0,0,medium
4881983,gate_40,16,0,0,1,medium
4882056,gate_30,22,1,0,0,medium
4882122,gate_30,86,1,1,0,high
4882178,gate_30,1,0,0,0,low
4882260,gate_30,205,1,1,0,high
4882426,gate_30,92,1,0,0,high
4882510,gate_30,50,0,0,0,high
4882719,gate_40,2,0,0,1,low
4882750,gate_30,3,0,0,0,low
4882768,gate_40,6,0,0,1,medium
4882874,gate_30,1,1,0,0,low
4882903,gate_40,14,1,0,1,medium
4883080,gate_30,61,1,0,0,high
4883081,gate_30,128,1,1,0,high
4883148,gate_40,2,0,0,1,low
4883289,gate_30,0,0,0,0,non_player
4883325,gate_40,98,1,1,1,high
4883337,gate_30,65,1,1,0,high
4883439,gate_30,43,1,0,0,high
4883651,gate_40,9,0,0,1,medium
4883843,gate_40,9,0,0,1,medium
4883859,gate_30,34,1,0,0,high
4884097,gate_40,12,1,0,1,medium
4884267,gate_40,57,1,1,1,high
4884310,gate_30,7,0,0,0,medium
4884451,gate_30,0,0,0,0,non_player
4884797,gate_30,5,0,0,0,medium
4885337,gate_30,10,0,0,0,medium
4885570,gate_30,4,0,0,0,low
4885669,gate_40,39,0,0,1,high
4885698,gate_30,25,1,0,0,medium
4885997,gate_30,274,1,1,0,high
4886185,gate_40,10,1,0,1,medium
4886573,gate_40,3,0,0,1,low
4886731,gate_40,11,0,0,1,medium
4886739,gate_40,74,1,0,1,high
4886749,gate_40,9,0,0,1,medium
4886779,gate_30,1,0,0,0,low
4887139,gate_30,37,1,0,0,high
4887366,gate_30,18,1,0,0,medium
4887384,gate_40,108,1,0,1,high
4887691,gate_30,29,0,0,0,medium
4887984,gate_40,2,0,0,1,low
4888403,gate_40,12,0,0,1,medium
4888609,gate_40,30,1,1,1,high
4888696,gate_40,175,1,0,1,high
4888960,gate_40,9,0,0,1,medium
4888977,gate_40,5,0,0,1,medium
4889100,gate_40,37,1,1,1,high
4889152,gate_40,21,0,0,1,medium
4889243,gate_30,176,1,1,0,high
4889321,gate_40,116,1,0,1,high
4889447,gate_40,79,1,0,1,high
4889687,gate_40,69,1,0,1,high
4890235,gate_30,0,0,0,0,non_player
4890503,gate_40,38,1,1,1,high
4890819,gate_30,65,1,0,0,high
4890863,gate_30,4,0,0,0,low
4890932,gate_30,33,1,0,0,high
4890974,gate_30,38,1,0,0,high
4891104,gate_30,3,0,0,0,low
4891303,gate_40,128,1,1,1,high
4891353,gate_30,23,1,0,0,medium
4891369,gate_30,2,0,0,0,low
4891400,gate_30,10,0,0,0,medium
4891582,gate_40,67,1,1,1,high
4891614,gate_30,0,0,0,0,non_player
4891682,gate_40,67,1,0,1,high
4891697,gate_30,9,0,0,0,medium
4891970,gate_30,105,0,0,0,high
4892066,gate_30,1,0,0,0,low
4892321,gate_40,74,1,1,1,high
4892526,gate_40,2,0,0,1,low
4892546,gate_40,56,1,0,1,high
4892564,gate_40,4,0,0,1,low
4892646,gate_30,11,0,0,0,medium
4892670,gate_30,355,1,1,0,high
4892773,gate_40,88,1,0,1,high
4892789,gate_30,124,1,1,0,high
4892834,gate_40,23,1,0,1,medium
4892859,gate_30,145,1,1,0,high
4892915,gate_40,286,1,1,1,high
4892926,gate_40,201,1,1,1,high
4893331,gate_40,36,1,0,1,high
4893402,gate_30,9,0,0,0,medium
4893428,gate_40,5,0,0,1,medium
4893464,gate_40,98,1,1,1,high
4894098,gate_30,3,0,0,0,low
4894194,gate_30,9,0,0,0,medium
4894258,gate_40,81,1,1,1,high
4894525,gate_30,6,0,0,0,medium
4894567,gate_40,16,0,0,1,medium
4894845,gate_40,30,1,0,1,high
4894876,gate_30,11,0,0,0,medium
4895320,gate_30,47,0,1,0,high
4895421,gate_40,74,0,1,1,high
4895488,gate_30,13,0,0,0,medium
4895496,gate_40,63,1,0,1,high
4895632,gate_40,2,1,0,1,low
4895644,gate_40,9,0,0,1,medium
4895673,gate_30,1,0,0,0,low
4896010,gate_40,7,0,0,1,medium
4896520,gate_30,77,1,1,0,high
4896558,gate_40,68,1,0,1,high
4896577,gate_40,157,0,1,1,high
4896593,gate_40,3,0,0,1,low
4896677,gate_40,84,1,1,1,high
4896751,gate_30,3,0,0,0,low
4896794,gate_30,41,1,0,0,high
4896955,gate_30,154,1,1,0,high
4896987,gate_30,22,1,0,0,medium
4897042,gate_30,26,1,0,0,medium
4897077,gate_40,13,0,0,1,medium
4897111,gate_40,618,1,1,1,high
4897146,gate_40,52,1,0,1,high
4897202,gate_30,24,0,1,0,medium
4897297,gate_30,6,0,0,0,medium
4897303,gate_40,8,0,0,1,medium
4897370,gate_40,6,0,0,1,medium
4898380,gate_30,1,0,0,0,low
4898391,gate_40,43,1,0,1,high
4898475,gate_30,39,1,0,0,high
4898512,gate_30,83,1,0,0,high
4899045,gate_30,12,0,0,0,medium
4899199,gate_40,0,0,0,1,non_player
4899205,gate_30,47,1,0,0,high
4899270,gate_40,2,0,0,1,low
4899272,gate_40,278,1,0,1,high
4899278,gate_30,34,1,0,0,high
4899284,gate_30,29,1,1,0,medium
4899334,gate_30,47,0,1,0,high
4899377,gate_40,4,0,0,1,low
4899472,gate_30,5,0,0,0,medium
4899538,gate_40,8,0,0,1,medium
4899681,gate_30,21,1,0,0,medium
4899689,gate_30,4,0,0,0,low
4899979,gate_30,31,0,0,0,high
4900015,gate_40,28,0,1,1,medium
4900120,gate_40,14,0,0,1,medium
4900180,gate_40,83,0,0,1,high
4900274,gate_30,116,1,1,0,high
4900359,gate_40,2,0,0,1,low
4900480,gate_30,4,0,0,0,low
4900501,gate_40,118,0,1,1,high
4900562,gate_30,26,1,0,0,medium
4900624,gate_30,69,1,0,0,high
4900750,gate_40,91,1,1,1,high
4900774,gate_30,4,0,0,0,low
4900830,gate_30,2,0,0,0,low
4900960,gate_30,3,1,0,0,low
4900992,gate_40,7,0,0,1,medium
4901267,gate_30,17,0,0,0,medium
4901380,gate_40,14,0,0,1,medium
4901467,gate_40,14,0,0,1,medium
4901531,gate_40,181,1,1,1,high
4901578,gate_40,418,1,1,1,high
4901618,gate_40,8,0,0,1,medium
4901681,gate_40,3,0,0,1,low
4901768,gate_40,83,1,1,1,high
4901904,gate_40,288,1,1,1,high
4902417,gate_40,143,1,0,1,high
4902446,gate_40,5,0,0,1,medium
4902586,gate_40,3,0,0,1,low
4902792,gate_40,56,0,0,1,high
4902885,gate_30,25,1,0,0,medium
4903284,gate_40,18,1,0,1,medium
4903302,gate_40,123,1,0,1,high
4903431,gate_40,0,0,0,1,non_player
4903498,gate_30,0,0,0,0,non_player
4903542,gate_30,18,0,0,0,medium
4903674,gate_40,31,1,1,1,high
4903713,gate_30,2,1,0,0,low
4903943,gate_30,4,0,0,0,low
4903986,gate_40,7,0,0,1,medium
4904051,gate_30,118,1,1,0,high
4904114,gate_40,73,1,0,1,high
4904122,gate_30,3,0,0,0,low
4904216,gate_30,15,0,0,0,medium
4904236,gate_40,11,0,0,1,medium
4904323,gate_30,2,0,0,0,low
4904415,gate_30,8,0,0,0,medium
4904473,gate_30,0,0,0,0,non_player
4904554,gate_30,21,0,0,0,medium
4904577,gate_40,166,1,1,1,high
4904592,gate_30,36,0,0,0,high
4904635,gate_30,15,1,0,0,medium
4904705,gate_30,664,1,1,0,high
4904732,gate_40,3,0,0,1,low
4904842,gate_30,9,0,0,0,medium
4905093,gate_40,29,1,0,1,medium
4905249,gate_40,59,1,0,1,high
4905294,gate_30,0,0,0,0,non_player
4905399,gate_30,4,1,0,0,low
4905554,gate_40,126,0,1,1,high
4905581,gate_30,4,0,0,0,low
4905587,gate_30,51,1,0,0,high
4905747,gate_40,32,1,0,1,high
4906121,gate_40,7,0,0,1,medium
4906321,gate_40,11,1,0,1,medium
4906400,gate_30,5,0,0,0,medium
4906486,gate_30,59,0,1,0,high
4906559,gate_40,2,0,0,1,low
4906576,gate_40,9,1,0,1,medium
4906586,gate_40,292,1,1,1,high
4906592,gate_40,18,0,0,1,medium
4906608,gate_40,72,1,1,1,high
4906788,gate_40,46,1,0,1,high
4906809,gate_40,8,0,0,1,medium
4906835,gate_40,43,1,1,1,high
4906952,gate_30,60,1,0,0,high
4907070,gate_40,42,0,0,1,high
4907141,gate_40,14,1,0,1,medium
4907180,gate_30,23,0,0,0,medium
4907272,gate_40,10,1,0,1,medium
4907366,gate_30,1,0,0,0,low
4907654,gate_30,0,0,0,0,non_player
4907746,gate_30,19,1,1,0,medium
4907842,gate_30,1,0,0,0,low
4907883,gate_40,7,0,0,1,medium
4907899,gate_30,5,0,0,0,medium
4907944,gate_30,7,1,0,0,medium
4907949,gate_40,52,0,0,1,high
4908086,gate_40,140,1,0,1,high
4908108,gate_30,1,0,0,0,low
4908125,gate_30,1,0,0,0,low
4908268,gate_30,4,0,0,0,low
4908689,gate_40,0,0,0,1,non_player
4908766,gate_30,5,0,0,0,medium
4908795,gate_40,103,0,1,1,high
4908912,gate_30,1,0,0,0,low
4908939,gate_30,2,0,0,0,low
4909169,gate_30,69,1,1,0,high
4909231,gate_40,8,1,0,1,medium
4909335,gate_30,3,0,0,0,low
4909485,gate_30,19,0,0,0,medium
4909521,gate_30,3,0,0,0,low
4909711,gate_40,28,1,0,1,medium
4909781,gate_40,8,0,0,1,medium
4909798,gate_30,112,0,1,0,high
4909904,gate_40,10,0,0,1,medium
4910361,gate_30,27,1,0,0,medium
4910387,gate_30,4,0,0,0,low
4910544,gate_40,26,1,0,1,medium
4910558,gate_40,25,1,0,1,medium
4910850,gate_30,2,1,0,0,low
4910894,gate_30,44,0,0,0,high
4910965,gate_30,11,1,0,0,medium
4911043,gate_30,6,0,0,0,medium
4911104,gate_30,6,0,0,0,medium
4911140,gate_40,15,0,0,1,medium
4911228,gate_40,0,0,0,1,non_player
4911640,gate_40,9,0,0,1,medium
4912165,gate_30,67,1,1,0,high
4912334,gate_40,20,0,0,1,medium
4912413,gate_30,5,0,0,0,medium
4912533,gate_40,2,0,0,1,low
4912604,gate_40,10,0,0,1,medium
4912605,gate_30,0,0,0,0,non_player
4912611,gate_30,84,1,1,0,high
4912625,gate_40,29,1,0,1,medium
4912637,gate_40,0,0,0,1,non_player
4912715,gate_30,82,1,1,0,high
4912724,gate_30,32,1,1,0,high
4912762,gate_30,6,0,0,0,medium
4912791,gate_30,1,0,0,0,low
4912812,gate_30,17,1,0,0,medium
4912964,gate_30,3,0,0,0,low
4913372,gate_40,5,0,0,1,medium
4913402,gate_30,123,1,1,0,high
4913450,gate_30,2,0,0,0,low
4913453,gate_30,25,1,0,0,medium
4913527,gate_30,2,0,0,0,low
4913565,gate_30,83,1,0,0,high
4913634,gate_30,47,0,0,0,high
4913643,gate_40,52,1,0,1,high
4913776,gate_40,52,1,0,1,high
4914033,gate_40,56,1,0,1,high
4914038,gate_30,0,0,0,0,non_player
4914062,gate_30,200,1,1,0,high
4914071,gate_40,13,1,0,1,medium
4914115,gate_30,110,1,0,0,high
4914116,gate_40,40,0,0,1,high
4914233,gate_30,6,0,0,0,medium
4914259,gate_40,51,0,0,1,high
4914269,gate_40,2,0,0,1,low
4914615,gate_30,34,1,1,0,high
4914740,gate_40,55,1,0,1,high
4914741,gate_40,0,0,0,1,non_player
4914797,gate_40,0,0,0,1,non_player
4914853,gate_40,3,0,0,1,low
4914873,gate_30,20,1,0,0,medium
4914910,gate_30,7,0,0,0,medium
4914940,gate_40,2,0,0,1,low
4915088,gate_30,114,1,0,0,high
4915112,gate_40,283,1,1,1,high
4915185,gate_40,1,0,0,1,low
4915378,gate_30,5,0,0,0,medium
4915382,gate_40,28,1,0,1,medium
4915695,gate_40,2,0,0,1,low
4915754,gate_30,4,0,0,0,low
4915916,gate_40,325,0,1,1,high
4915941,gate_30,38,1,0,0,high
4915953,gate_30,849,1,1,0,high
4916084,gate_40,61,1,0,1,high
4916515,gate_30,9,0,0,0,medium
4916685,gate_30,5,0,0,0,medium
4916803,gate_30,148,1,0,0,high
4916841,gate_30,26,0,0,0,medium
4916865,gate_30,14,0,0,0,medium
4916944,gate_30,3,0,0,0,low
4917008,gate_30,15,1,0,0,medium
4917337,gate_30,20,0,0,0,medium
4917589,gate_30,139,0,0,0,high
4917638,gate_30,2,0,0,0,low
4917675,gate_40,109,1,0,1,high
4917692,gate_40,87,1,1,1,high
4917705,gate_30,49,0,1,0,high
4917787,gate_40,628,1,1,1,high
4917831,gate_40,4,1,0,1,low
4918226,gate_40,8,0,0,1,medium
4918269,gate_30,8,0,0,0,medium
4918332,gate_40,6,0,0,1,medium
4918434,gate_30,16,0,0,0,medium
4918505,gate_40,48,1,0,1,high
4918551,gate_30,30,0,0,0,high
4918572,gate_30,53,0,0,0,high
4918784,gate_40,2,1,0,1,low
4918795,gate_30,54,0,0,0,high
4918803,gate_40,5,0,0,1,medium
4918804,gate_40,6,0,0,1,medium
4918855,gate_40,46,0,0,1,high
4918877,gate_30,17,0,0,0,medium
4918953,gate_40,91,1,1,1,high
4919252,gate_30,36,1,0,0,high
4919441,gate_40,89,1,0,1,high
4919598,gate_30,26,1,0,0,medium
4919685,gate_30,8,1,0,0,medium
4919870,gate_30,4,0,0,0,low
4920170,gate_30,12,0,0,0,medium
4920206,gate_40,4,0,0,1,low
4920272,gate_30,7,0,0,0,medium
4920311,gate_30,358,1,1,0,high
4920315,gate_30,76,1,0,0,high
4920388,gate_40,135,1,0,1,high
4920513,gate_40,35,1,0,1,high
4920613,gate_40,20,1,0,1,medium
4920762,gate_30,75,1,1,0,high
4920767,gate_30,40,0,0,0,high
4920790,gate_30,9,0,0,0,medium
4920983,gate_40,221,0,0,1,high
4921159,gate_30,4,1,0,0,low
4921190,gate_40,20,0,0,1,medium
4921230,gate_40,5,0,0,1,medium
4921296,gate_40,43,1,0,1,high
4921369,gate_30,22,0,0,0,medium
4921370,gate_40,315,0,1,1,high
4921659,gate_30,9,0,0,0,medium
4921665,gate_30,14,1,0,0,medium
4921976,gate_40,4,0,0,1,low
4922035,gate_30,0,0,0,0,non_player
4922066,gate_40,5,1,0,1,medium
4922083,gate_40,118,1,1,1,high
4922185,gate_40,1,0,0,1,low
4922322,gate_30,43,1,1,0,high
4922417,gate_40,15,0,0,1,medium
4922543,gate_30,14,0,0,0,medium
4922585,gate_40,51,1,0,1,high
4922593,gate_30,81,0,1,0,high
4922624,gate_40,1,0,0,1,low
4922625,gate_40,43,1,0,1,high
4922791,gate_40,15,1,0,1,medium
4922849,gate_40,2,0,0,1,low
4923060,gate_30,3,0,0,0,low
4923194,gate_40,11,1,0,1,medium
4923315,gate_30,293,1,0,0,high
4923565,gate_30,4,0,0,0,low
4923615,gate_30,11,1,0,0,medium
4923689,gate_30,7,0,0,0,medium
4923861,gate_30,0,0,0,0,non_player
4924011,gate_30,17,0,1,0,medium
4924138,gate_40,3,0,1,1,low
4924208,gate_30,1156,1,1,0,high
4924537,gate_30,4,0,0,0,low
4924546,gate_30,20,1,0,0,medium
4924590,gate_30,25,1,0,0,medium
4924737,gate_40,66,0,1,1,high
4924799,gate_40,5,0,0,1,medium
4924801,gate_40,16,0,0,1,medium
4924917,gate_40,22,0,0,1,medium
4925250,gate_40,151,1,1,1,high
4925291,gate_30,64,1,0,0,high
4925343,gate_30,139,1,1,0,high
4925418,gate_30,1,0,0,0,low
4925932,gate_40,23,1,0,1,medium
4925936,gate_40,31,1,1,1,high
4926047,gate_40,1,0,0,1,low
4926178,gate_40,37,1,0,1,high
4926187,gate_40,127,1,1,1,high
4926246,gate_40,11,1,0,1,medium
4926273,gate_40,10,1,0,1,medium
4926497,gate_40,12,0,1,1,medium
4926517,gate_40,1,0,0,1,low
4926866,gate_40,3,0,0,1,low
4926876,gate_30,392,1,1,0,high
4926907,gate_40,139,1,1,1,high
4926938,gate_40,21,0,0,1,medium
4926983,gate_40,57,1,0,1,high
4927012,gate_40,1,0,0,1,low
4927023,gate_40,5,0,0,1,medium
4927045,gate_40,11,1,0,1,medium
4927174,gate_30,34,1,0,0,high
4927229,gate_30,22,1,0,0,medium
4927382,gate_30,45,1,0,0,high
4927535,gate_40,13,1,0,1,medium
4927582,gate_40,398,1,1,1,high
4927630,gate_30,108,1,1,0,high
4927714,gate_40,24,1,0,1,medium
4927799,gate_40,226,1,1,1,high
4927802,gate_30,27,0,0,0,medium
4928227,gate_30,47,1,0,0,high
4928255,gate_40,7,0,0,1,medium
4928344,gate_30,51,1,1,0,high
4928486,gate_40,2,0,0,1,low
4928493,gate_30,9,0,1,0,medium
4928568,gate_30,2,0,0,0,low
4928645,gate_30,434,1,1,0,high
4928742,gate_30,17,1,1,0,medium
4928761,gate_30,44,1,0,0,high
4928800,gate_30,27,0,0,0,medium
4928890,gate_30,8,0,0,0,medium
4929114,gate_30,5,0,0,0,medium
4929339,gate_30,11,1,0,0,medium
4929419,gate_30,28,0,0,0,medium
4929446,gate_40,4,0,0,1,low
4929524,gate_40,11,0,0,1,medium
4929851,gate_30,4,0,0,0,low
4930273,gate_30,54,1,0,0,high
4930316,gate_40,1,0,0,1,low
4930484,gate_40,4,0,0,1,low
4930617,gate_40,65,1,1,1,high
4930622,gate_40,0,0,0,1,non_player
4930711,gate_30,5,1,0,0,medium
4930951,gate_30,5,1,0,0,medium
4930998,gate_30,15,1,0,0,medium
4931003,gate_40,63,1,1,1,high
4931048,gate_30,3,0,0,0,low
4931251,gate_40,6,0,0,1,medium
4931332,gate_40,69,1,1,1,high
4931648,gate_40,29,0,0,1,medium
4931783,gate_40,10,0,0,1,medium
4932032,gate_30,38,1,0,0,high
4932261,gate_30,39,1,0,0,high
4932285,gate_40,25,1,0,1,medium
4932301,gate_40,4,0,0,1,low
4932403,gate_40,6,0,0,1,medium
4932419,gate_30,2,0,0,0,low
4932530,gate_30,40,1,0,0,high
4932547,gate_30,57,1,1,0,high
4932709,gate_40,775,1,1,1,high
4932746,gate_30,11,0,0,0,medium
4933201,gate_30,108,1,0,0,high
4933313,gate_40,4,0,0,1,low
4933439,gate_40,6,1,0,1,medium
4933693,gate_30,1,0,0,0,low
4933905,gate_40,18,0,0,1,medium
4933931,gate_40,2,0,0,1,low
4934007,gate_30,12,0,0,0,medium
4934092,gate_40,5,0,0,1,medium
4934200,gate_30,38,1,0,0,high
4934286,gate_40,183,1,1,1,high
4934476,gate_30,264,1,1,0,high
4934740,gate_40,21,0,0,1,medium
4934849,gate_40,69,1,0,1,high
4935013,gate_40,11,0,0,1,medium
4935093,gate_40,119,1,1,1,high
4935247,gate_30,41,1,0,0,high
4935348,gate_30,1,0,0,0,low
4935380,gate_40,14,0,0,1,medium
4935409,gate_30,9,0,0,0,medium
4935724,gate_40,14,1,0,1,medium
4935750,gate_40,13,1,0,1,medium
4935774,gate_30,13,0,0,0,medium
4935830,gate_40,9,1,0,1,medium
4935849,gate_30,21,1,0,0,medium
4935865,gate_40,2,0,0,1,low
4936110,gate_40,104,1,1,1,high
4936159,gate_30,13,0,0,0,medium
4936311,gate_30,19,1,0,0,medium
4936615,gate_30,3,0,0,0,low
4936677,gate_40,91,0,0,1,high
4936711,gate_30,50,1,0,0,high
4936923,gate_40,73,1,0,1,high
4937000,gate_40,1,0,0,1,low
4937427,gate_30,5,0,1,0,medium
4937620,gate_30,13,0,0,0,medium
4937637,gate_40,41,1,0,1,high
4937897,gate_40,6,0,0,1,medium
4938465,gate_30,3,0,0,0,low
4938561,gate_40,3,0,0,1,low
4938682,gate_30,321,1,1,0,high
4938739,gate_30,12,1,0,0,medium
4939325,gate_40,8,0,0,1,medium
4939381,gate_40,80,1,0,1,high
4939554,gate_30,114,1,0,0,high
4939626,gate_40,6,0,0,1,medium
4939636,gate_40,165,1,0,1,high
4939648,gate_40,10,1,0,1,medium
4939684,gate_30,45,0,1,0,high
4939992,gate_40,30,0,0,1,high
4940290,gate_30,0,0,0,0,non_player
4940302,gate_40,4,0,0,1,low
4940456,gate_30,33,1,0,0,high
4940583,gate_40,1,0,0,1,low
4940721,gate_30,122,0,1,0,high
